Date,Link,Name,Organizer,Location,Country,Website,Deadline,Hindex
3-11-2020,http://www.guide2research.com/topconf/?p=14340,ER : International Conference on Conceptual Modeling,Springer,Vienna,Austria,https://er2020.big.tuwien.ac.at/,19-06-2020,17
28-08-2019,http://www.guide2research.com/topconf/?p=11784,SEAA : EUROMICRO Conference on Software Engineering and Advanced Applications,IEEE,Thessaloniki / Chalkidiki,Greece,http://dsd-seaa2019.csd.auth.gr,03-04-2019,17
28-04-2020,http://www.guide2research.com/topconf/?p=14319,RFID : IEEE International Conference on Radio Frequency Identification,IEEE,Orlando,United States,http://2020.ieee-rfid.org/,20-12-2019,17
15-12-2019,http://www.guide2research.com/topconf/?p=13415,INDOCRYPT : International Conference on Cryptology in India,Springer,Hyderabad,India,https://www.isical.ac.in/~indocrypt2019,22-07-2019,17
21-05-2020,http://www.guide2research.com/topconf/?p=13817,DASFAA : International Conference on Database Systems for Advanced Applications,Springer,Jeju,South Korea,http://db.pknu.ac.kr/dasfaa2020/,05-01-2020,17
20-05-2020,http://www.guide2research.com/topconf/?p=13951,RCIS : International Conference on Research Challenges in Information Science,IEEE,Limassol,Cyprus,http://www.rcis-conf.com/rcis2020/,08-01-2020,17
9-06-2020,http://www.guide2research.com/topconf/?p=13782,ICWE : International Conference on Web Engineering,Springer,Helsinki,Finland,http://icwe2020.webengineering.org/,06-02-2020,17
19-01-2020,http://www.guide2research.com/topconf/?p=13672,"VMCAI : Verification, Model Checking and Abstract Interpretation",ACM,New Orleans,United States,https://popl20.sigplan.org/home/VMCAI-2020#Call-for-Papers,09-09-2019,17
4-03-2018,http://www.guide2research.com/topconf/?p=7833,BSN : International Workshop on Wearable and Implantable Body Sensor Networks,IEEE,Las Vegas,United States,https://bhi-bsn.embs.org/2018/,28-10-2017,17
30-06-2020,http://www.guide2research.com/topconf/?p=13826,MDM : International Conference on Mobile Data Management,IEEE,Versailles,France,http://www.mdmconferences.org/mdm2020/,31-01-2020,17
30-10-2018,http://www.guide2research.com/topconf/?p=10061,"ISoLA : International Symposium On Leveraging Applications of Formal Methods, Verification and Validation",Springer,Royal Apollonia Beach Hotel,Cyprus,http://www.isola-conference.org/isola2018,01-06-2018,17
26-08-2019,http://www.guide2research.com/topconf/?p=12148,MFCS : Mathematical Foundations of Computer Science,LIPIcs,Aachen,Germany,http://tcs.rwth-aachen.de/mfcs2019/,28-03-2019,17
25-06-2019,http://www.guide2research.com/topconf/?p=11941,AIED : Artificial Intelligence in Education,Springer,Chicago,United States,http://caed-lab.com/aied2019/index.html,12-02-2019,17
29-10-2019,http://www.guide2research.com/topconf/?p=12719,"IPCCC : IEEE International Performance, Computing, and Communications Conference",IEEE,London,United Kingdom,http://ipccc.org,09-06-2019,17
2-09-2019,http://www.guide2research.com/topconf/?p=11367,INTERACT : IFIP Conference on Human-Computer Interaction,Springer,Paphos,Cyprus,http://interact2019.org/,16-04-2019,16
5-06-2018,http://www.guide2research.com/topconf/?p=10365,*SEM : Joint Conference on Lexical and Computational Semantics,ACL,New Orleans,United States,https://sites.google.com/view/starsem2018,13-01-2018,16
30-10-2019,http://www.guide2research.com/topconf/?p=13709,GameSec : Conference on the Decision and Game Theory for Security (GameSec),Springer,Stockholm,Sweden,http://www.gamesec-conf.org/,31-05-2019,16
9-09-2019,http://www.guide2research.com/topconf/?p=13705,ECSA : European Conference on Software Architecture,Springer,Paris,France,https://ecsa2019.univ-lille.fr/,21-04-2019,16
27-04-2020,http://www.guide2research.com/topconf/?p=13710,IDA : Intelligent Data Analysis,Springer,Konstanz,Germany,https://ida2020.org/,15-12-2019,16
17-09-2019,http://www.guide2research.com/topconf/?p=12131,ICANN : International Conference on Artificial Neural Networks,Springer,Munich,Germany,https://e-nns.org/icann2019/,26-04-2019,16
15-09-2020,http://www.guide2research.com/topconf/?p=14269,"SAFECOMP : International Conference on Computer Safety, Reliability, and Security",Springer,Lisbon,Portugal,http://safecomp2020.di.fc.ul.pt/,13-05-2020,16
18-08-2019,http://www.guide2research.com/topconf/?p=13711,RTCSA : IEEE International Conference on Embedded and Real-Time Computing Systems and Applications,IEEE,Hangzhou,China,https://rtcsa2019.github.io/index/,01-04-2019,16
15-06-2020,http://www.guide2research.com/topconf/?p=13827,PDC : Participatory Design Conference,ACM,Manizales,Colombia,http://www.pdc2020.org/,17-01-2020,16
1-07-2020,http://www.guide2research.com/topconf/?p=14368,"CISIS : International Conference on Complex, Intelligent and Software Intensive Systems",Springer,Lodz,Poland,http://voyager.ce.fit.ac.jp/conf/cisis/2020/,17-02-2020,16
22-06-2020,http://www.guide2research.com/topconf/?p=14334,IHMMSEC : ACM workshop on Information hiding and multimedia security,ACM,Denver,United States,https://www.ihmmsec.org/cms/home/index.html,12-02-2020,16
15-06-2020,http://www.guide2research.com/topconf/?p=13955,ICHI : IEEE International Conference on Healthcare Informatics,IEEE,Oldenburg,Germany,https://hs-heilbronn.de/ichi2020,06-02-2020,16
8-06-2020,http://www.guide2research.com/topconf/?p=13793,IPCO : International Conference on Integer Programming and Combinatorial Optimization,Springer,London,United Kingdom,http://www.lse.ac.uk/IPCO-2020,10-01-2020,16
23-07-2019,http://www.guide2research.com/topconf/?p=12296,SSDBM : Statistical and Scientific Database Management,ACM,Santa Cruz,United States,https://www.soe.ucsc.edu/ssdbm19,22-03-2019,16
15-09-2020,http://www.guide2research.com/topconf/?p=13818,EKAW : Knowledge Engineering and Management by the Masses,Springer,Bolzano,Italy,https://ekaw2020.inf.unibz.it/,13-05-2020,16
12-11-2019,http://www.guide2research.com/topconf/?p=13688,PCS : Picture Coding Symposium,IEEE,Ningbo,China,http://pcs2019.org/,04-07-2019,15
17-10-2019,http://www.guide2research.com/topconf/?p=12293,NOCS : ACM/IEEE International Symposium on Networks-on-Chip,ACM,New York,United States,https://www.engr.colostate.edu/nocs2019/call-for-papers/,20-05-2019,15
3-11-2019,http://www.guide2research.com/topconf/?p=13698,IJCNLP : International Joint Conference on Natural Language Processing (IJCNLP),ACL,Hong Kong,Hong Kong,https://www.emnlp-ijcnlp2019.org/,28-06-2019,15
7-10-2019,http://www.guide2research.com/topconf/?p=12351,ISVC : International Symposium on Visual Computing,Springer,Lake Tahoe,United States,http://www.isvc.net,23-05-2019,15
27-10-2019,http://www.guide2research.com/topconf/?p=11695,MMSP : IEEE Workshop on Multimedia Signal Processing,IEEE,Kuala Lumpur,Malaysia,http://mmsp2019.org,06-06-2019,15
17-09-2019,http://www.guide2research.com/topconf/?p=13703,ECTA : International Conference on Applications of Evolutionary Computation,SciTePress,Vienna,Austria,http://www.ecta.ijcci.org/,07-05-2019,15
31-08-2019,http://www.guide2research.com/topconf/?p=13789,SSBSE : International Conference on Search based Software Engineering,ACM,Tallinn,Estonia,http://ssbse19.mines-albi.fr/,01-04-2019,15
27-07-2017,http://www.guide2research.com/topconf/?p=5778,ICSI : International Conference on Advances in Swarm Intelligence,Springer,Fukuoka,Japan,http://www.ic-si.org/,21-03-2017,15
26-09-2019,http://www.guide2research.com/topconf/?p=13480,NCA : IEEE International Symposium on Network Computing and Applications,IEEE,Cambridge,United States,http://www.ieee-nca.org/2019/index.php?p=10_Main_Page.md,09-05-2019,15
5-11-2019,http://www.guide2research.com/topconf/?p=12771,"Mobiquitous : International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",EAI,Houston,United States,http://mobiquitous.org/,12-06-2019,15
1-10-2019,http://www.guide2research.com/topconf/?p=11691,SRDS : Symposium on Reliable Distributed Systems,IEEE,Lyon,France,https://srds2019.projet.liris.cnrs.fr/,26-05-2019,15
8-02-2020,http://www.guide2research.com/topconf/?p=13720,ALT : Algorithmic Learning Theory (ALT),PMLR,San Diego,United States,http://alt2020.algorithmiclearningtheory.org/,22-09-2019,15
17-06-2020,http://www.guide2research.com/topconf/?p=14160,CPM : Combinatorial Pattern Matching,LIPIcs,Copenhagen,Denmark,http://www.imm.dtu.dk/~inge/CPM/,25-01-2020,15
17-06-2020,http://www.guide2research.com/topconf/?p=14007,DGO : Annual International Conference on Digital Government Research,ACM,Seoul,South Korea,http://dgsoc.org/dgo-2020/,31-01-2020,15
4-12-2019,http://www.guide2research.com/topconf/?p=13715,ICPADS : International Conference on Parallel and Distributed Systems,IEEE,Tianjin,China,http://www.icpads2019.cn/,27-07-2019,15
26-05-2020,http://www.guide2research.com/topconf/?p=13998,CPAIOR : International Conference on Integration of AI and OR Techniques in Constraint Programming,Springer,Vienna,Austria,https://cpaior.org/,18-01-2020,15
23-05-2020,http://www.guide2research.com/topconf/?p=14333,ICSSP : International Conference on Software and System Process,IEEE,Seoul,South Korea,http://dbsi.hdu.edu.cn/icssp2020/,17-01-2020,15
5-05-2020,http://www.guide2research.com/topconf/?p=14193,I3DG : Symposium on Interactive 3D Graphics,ACM,San Francisco,United States,http://i3dsymposium.github.io/2020/,25-12-2019,15
12-11-2019,http://www.guide2research.com/topconf/?p=13786,ITC : IEEE International Test Conference,IEEE,Washington,United States,http://www.itctestweek.org/,17-06-2019,15
21-10-2019,http://www.guide2research.com/topconf/?p=13954,SLE : Software Language Engineering,ACM,Athens,Greece,http://www.sleconf.org/2019/,11-06-2019,15
10-08-2020,http://www.guide2research.com/topconf/?p=14194,VL/HCC : IEEE Symposium on Visual Languages and Human-Centric Computing,IEEE,Dunedin,New Zealand,https://conf.researchr.org/track/vlhcc2020/vlhcc2020-papers,05-04-2020,15
1-08-2020,http://www.guide2research.com/topconf/?p=14352,ICNC : International Conference on Natural Computation,IEEE,Xi’an,China,https://icnc-fskd.sust.edu.cn/index.htm,22-03-2020,14
28-03-2021,http://www.guide2research.com/topconf/?p=14155,EMO : Evolutionary Multi-Criterion Optimization,Springer,Shenzhen,China,https://www.emo2021.org/,02-11-2020,14
20-04-2020,http://www.guide2research.com/topconf/?p=13584,ICDE : International Conference on Data Engineering Workshops,IEEE,Dallas,United States,https://www.utdallas.edu/icde/,26-11-2019,14
26-08-2019,http://www.guide2research.com/topconf/?p=12055,DaWaK : Data Warehousing and Knowledge Discovery (DaWaK),Springer,Linz,Austria,http://www.dexa.org/dawak2019,23-04-2019,14
2-09-2017,http://www.guide2research.com/topconf/?p=7453,RANLP : Recent Advances in Natural Language Processing,ACL,Varna,Bulgaria,http://lml.bas.bg/ranlp2017/start.php,19-04-2017,14
24-06-2020,http://www.guide2research.com/topconf/?p=13932,Web3D : International Conference on 3D Web Technology,ACM,Seoul,South Korea,https://web3d2020.web3d.org/,30-01-2020,14
2-06-2020,http://www.guide2research.com/topconf/?p=14070,SYSTOR : ACM International Systems and Storage Conference,ACM,Haifa,Israel,https://www.systor.org/2020/,09-01-2020,14
5-05-2020,http://www.guide2research.com/topconf/?p=13042,ICEIS : International Conference on Enterprise Information Systems,SciTePress,Prague,Czech Republic,http://www.iceis.org/,16-12-2019,14
8-12-2019,http://www.guide2research.com/topconf/?p=13351,ISAAC : International Symposium on Algorithms and Computation,LIPIcs,Shanghai,China,http://itcs.shufe.edu.cn/isaac2019/,13-07-2019,14
2-12-2019,http://www.guide2research.com/topconf/?p=13693,DICTA : International Conference on Digital Image Computing Techniques and Applications,IEEE,Perth,Australia,http://dicta2019.dictaconference.org/,27-07-2019,14
11-12-2019,http://www.guide2research.com/topconf/?p=13718,FST&TCS : Foundations of Software Technology and Theoretical Computer Science,LIPIcs,Bombay,India,https://www.fsttcs.org.in/2019/index.php,01-08-2019,14
17-12-2019,http://www.guide2research.com/topconf/?p=13431,OPODIS : International Conference On Principles Of DIstributed Systems,LIPIcs,Neuchâtel,Switzerland,https://opodis2019.unine.ch/,10-08-2019,14
15-10-2019,http://www.guide2research.com/topconf/?p=13687,SBAC-PAD : International Symposium on Computer Architecture and High Performance Computing,IEEE,Campo Grande,Brazil,http://sbac-pad.facom.ufms.br/,04-06-2019,14
27-11-2019,http://www.guide2research.com/topconf/?p=12636,PROFES : Product Focused Software Process Improvement,Springer,Barcelona,Spain,https://profes2019.upc.edu,16-07-2019,14
23-05-2020,http://www.guide2research.com/topconf/?p=14054,ICGSE : IEEE International Conference on Global Software Engineering,IEEE,Seoul,South Korea,https://conf.researchr.org/home/icgse-2020,13-01-2020,14
19-05-2020,http://www.guide2research.com/topconf/?p=14380,ISORC : IEEE International Symposium on Object Oriented Real-Time Distributed Computing,IEEE,Nashville,United States,https://isorc.github.io/2020/,15-01-2020,14
22-02-2020,http://www.guide2research.com/topconf/?p=13483,ICAART : International Conference on Agents and Artificial Intelligence,SciTePress,Valletta,Malta,http://www.icaart.org/,13-10-2019,14
24-06-2020,http://www.guide2research.com/topconf/?p=14335,ICIAR : International Conference on Image Analysis and Recognition,Springer,Póvoa de Varzim,Portugal,https://www.aimiconf.org/iciar20/,18-02-2020,14
18-09-2019,http://www.guide2research.com/topconf/?p=13056,WEBIST : International Conference on Web Information Systems and Technologies,SciTePress,Vienna,Austria,http://www.webist.org/,04-05-2019,14
26-11-2019,http://www.guide2research.com/topconf/?p=12947,WISE : Web Information Systems Engineering,Springer,Hong Kong,Hong Kong,https://wise2019.comp.polyu.edu.hk,02-07-2019,14
11-12-2019,http://www.guide2research.com/topconf/?p=13718,FSTTCS : Foundations of Software Technology and Theoretical Computer Science,LIPIcs,Bombay,India,https://www.fsttcs.org.in/2019/index.php,02-08-2019,14
7-10-2019,http://www.guide2research.com/topconf/?p=12196,PPDP : International Symposium on Principles and Practice of Declarative Programming,ACM,Proto,Portugal,http://ppdp2019.macs.hw.ac.uk,01-06-2019,14
16-09-2019,http://www.guide2research.com/topconf/?p=13790,SEFM : Software Engineering and Formal Methods,Springer,Oslo,Norway,https://sefm2019.inria.fr/,10-05-2019,14
10-07-2019,http://www.guide2research.com/topconf/?p=11995,SEKE : International Conference on Software Engineering and Knowledge Engineering,DBLP,Lisbon,Portugal,http://ksiresearchorg.ipage.com/seke/seke19.html,25-02-2019,14
1-12-2019,http://www.guide2research.com/topconf/?p=12632,VCIP : IEEE Visual Communications and Image Processing,IEEE,Sydney,Australia,http://www.vcip2019.org/,24-07-2019,14
21-05-2020,http://www.guide2research.com/topconf/?p=14218,GI : Graphics Interface Conference,ACM,Toronto,Canada,https://graphicsinterface.org/conference/2020/,07-01-2020,13
18-02-2020,http://www.guide2research.com/topconf/?p=13717,WSA : Workshop on Smart Antennas,IEEE,Hamburg,Germany,https://cgi.tu-harburg.de/~c00wsa20/index.php?page=call-for-papers,09-10-2019,13
13-10-2019,http://www.guide2research.com/topconf/?p=12049,"CASES : International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",ACM,New York City,United States,http://www.esweek.org/cases/about,27-05-2019,13
18-11-2018,http://www.guide2research.com/topconf/?p=10768,"ICARCV : International Conference on Control, Automation, Robotics and Vision",IEEE,Singapore,Singapore,http://www.ieee-ras.org/conferences-workshops/technically-co-sponsored/icarcv,04-07-2018,13
2-12-2019,http://www.guide2research.com/topconf/?p=13716,APSEC : Asia-Pacific Software Engineering Conference,IEEE,Putrajaya,Malaysia,https://seminar.utmspace.edu.my/apsec2019/,10-07-2019,13
30-10-2019,http://www.guide2research.com/topconf/?p=12129,ICTAC : International Colloquium on Theoretical Aspects of Computing,Springer,Hammamet,Tunisia,http://ictac2019.redcad.org,22-06-2019,13
13-11-2017,http://www.guide2research.com/topconf/?p=7862,FEM : International Conference on Formal Engineering Methods,Springer,Xi’an,China,http://ictt.xidian.edu.cn/icfem2017/,20-06-2017,13
7-10-2019,http://www.guide2research.com/topconf/?p=13714,SPIRE : International Symposium on String Processing and Information Retrieval,Springer,Segovia,Spain,https://spire19.lbd.org.es/,17-05-2019,13
11-09-2019,http://www.guide2research.com/topconf/?p=13797,IPEC : International Workshop on Parameterized and Exact Computation,Springer,Munich,Germany,https://easychair.org/cfp/ipec2019,03-05-2019,13
21-06-2017,http://www.guide2research.com/topconf/?p=7837,WETICE : IEEE International Workshops on Enabling Technologies: Infrastructure for Collaborative Enterprises,IEEE,Poznan,Poland,http://wetice.ue.poznan.pl/,10-02-2017,13
4-07-2018,http://www.guide2research.com/topconf/?p=9371,HSI : Conference on Human System Interactions,IEEE,Gdansk,Poland,http://hsi2018.welcometohsi.org/,01-03-2018,13
22-07-2017,http://www.guide2research.com/topconf/?p=7854,ISI : IEEE International Conference on Intelligence and Security Informatics,IEEE,Beijing,China,http://www.isi-conf.org/call-for-papers.html,09-03-2017,13
9-09-2020,http://www.guide2research.com/topconf/?p=13935,ICCHP : International Conference on Computers Helping People with Special Needs,Springer,Lecco,Italy,https://www.icchp.org/,22-04-2020,13
23-01-2020,http://www.guide2research.com/topconf/?p=13933,SAMI : International Symposium on Applied Machine Intelligence and Informatics,IEEE,Herl\'any,Slovakia,http://conf.uni-obuda.hu/sami2020/,25-08-2019,13
30-09-2019,http://www.guide2research.com/topconf/?p=13724,VISSOFT : IEEE Working Conference on Software Visualization,IEEE,Cleveland,United States,http://vissoft19.dcc.uchile.cl/,23-05-2019,13
25-08-2020,http://www.guide2research.com/topconf/?p=13934,ADBIS : Advances in Databases and Information Systems,Springer,Lyon,France,http://eric.univ-lyon2.fr/adbis-tpdl-eda-2020/adbis/,18-04-2020,13
11-05-2020,http://www.guide2research.com/topconf/?p=13925,HPSR : Workshop on High Performance Switching and Routing,IEEE,Newark,United States,https://hpsr2020.ieee-hpsr.org/authors/,07-01-2020,13
27-05-2019,http://www.guide2research.com/topconf/?p=11908,LION : Learning and Intelligent Optimization,Springer,Chania,Greece,http://www.lion13.pem.tuc.gr,04-01-2019,12
15-06-2020,http://www.guide2research.com/topconf/?p=13931,IPMU : International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems,Springer,Lisbon,Portugal,https://ipmu2020.inesc-id.pt/,22-01-2020,12
27-02-2020,http://www.guide2research.com/topconf/?p=13691,InfoVis : International Conference on Information Visualization,IEEE,Valletta,Malta,http://ivapp.visigrapp.org/,15-10-2019,12
17-09-2019,http://www.guide2research.com/topconf/?p=12483,GD : Symposium on Graph Drawing,Springer,Prague,Czech Republic,https://kam.mff.cuni.cz/gd2019/,16-05-2019,12
10-11-2019,http://www.guide2research.com/topconf/?p=13181,ICECCS : IEEE International Conference on Engineering of Complex Computer Systems,IEEE,Hong Kong,China,https://formal-analysis.com/iceccs/2019/,17-06-2019,12
29-07-2019,http://www.guide2research.com/topconf/?p=11500,COCOON : International Conference on Computing and Combinatorics,Springer,Xian,China,http://ictt.xidian.edu.cn/COCOON2019/index.html,28-03-2019,12
6-04-2020,http://www.guide2research.com/topconf/?p=14134,SPICE : Software Process Improvement and Capability Determination,Springer,Roskilde University,Denmark,http://www.spiceconference.com/,13-11-2019,12
10-02-2020,http://www.guide2research.com/topconf/?p=13930,ACIVS : Advanced Concepts for Intelligent Vision Systems,Springer,Auckland,New Zealand,http://acivs.org/acivs2020/,28-09-2019,12
27-11-2017,http://www.guide2research.com/topconf/?p=7852,APLAS : Asian Symposium on Programming Languages and Systems,Springer,Suzhou,China,https://www-aplas.github.io/,01-07-2017,12
11-05-2020,http://www.guide2research.com/topconf/?p=14336,DLT : Developments in Language Theory,Springer,Tampa,United States,http://knot.math.usf.edu/dlt2020/,25-12-2019,12
9-12-2019,http://www.guide2research.com/topconf/?p=12873,ICA3PP : International Conference on Algorithms and Architectures for Parallel Processing,IEEE,Melbourne,Australia,http://nsclab.org/ica3pp2019/,10-07-2019,12
16-10-2019,http://www.guide2research.com/topconf/?p=12592,TIME : International Symposium on Temporal Representation and Reasoning,LIPIcs,Malaga (Spain),Spain,https://sites.google.com/unife.it/time-2019,03-06-2019,12
18-11-2019,http://www.guide2research.com/topconf/?p=12397,SOCA : IEEE International Conference on Service-Oriented Computing and Applications,IEEE,Kaohsiung,Taiwan,https://www.cs.ccu.edu.tw/~conference/soca2019,21-06-2019,12
1-06-2019,http://www.guide2research.com/topconf/?p=12084,IOLTS : IEEE International On-Line Testing Symposium,IEEE,Rhodes Island,Greece,http://tima.univ-grenoble-alpes.fr/conferences/iolts/iolts19/,27-01-2019,12
4-09-2019,http://www.guide2research.com/topconf/?p=12801,HAIS : International Conference on Hybrid Artificial Intelligent Systems,Springer,Leon,Spain,http://2019.haisconference.eu/,13-04-2019,12
21-09-2017,http://www.guide2research.com/topconf/?p=6849,SYNASC : International Symposium on Symbolic and Numeric Algorithms for Scientific Computing,IEEE,Timisoara,Romania,http://synasc.ro/2017/,21-04-2017,12
